Timestamp,Open,High,Low,Close,Volume,VWAP,Donchian_High,Donchian_Low
2025-03-31 14:08:00,217.74,218.14,217.3553,217.9388,145392,217.36954204811545,218.27,216.58
2025-03-31 14:09:00,217.93,218.13,217.5447,218.0126,117339,217.37990718439195,218.27,216.58
2025-03-31 14:10:00,218.015,218.04,217.52,217.91,90284,217.38640088433573,218.27,216.58
2025-03-31 14:11:00,217.9,217.9582,217.575,217.83,99711,217.39232231950623,218.27,216.58
2025-03-31 14:12:00,217.83,218.3885,217.58,218.265,174231,217.41221342942092,218.3885,216.58
2025-03-31 14:13:00,218.265,218.6,217.365,218.57,223087,217.4450448144673,218.6,216.58
2025-03-31 14:14:00,218.54,218.87,217.9161,218.87,124960,217.46732478303406,218.87,216.8301
2025-03-31 14:15:00,218.85,218.8952,217.05,218.6988,140588,217.48861318302022,218.8952,216.8301
2025-03-31 14:16:00,218.64,218.6887,217.15,218.22,142742,217.5012288868533,218.8952,216.8301
2025-03-31 14:17:00,218.225,218.6,217.7,218.46,82982,217.51074759873708,218.8952,216.8301
2025-03-31 14:18:00,218.46,218.6,217.885,218.5265,93032,217.52192890080482,218.8952,216.8301
2025-03-31 14:19:00,218.535,218.61,218.3336,218.51,135128,217.53747841281762,218.8952,217.01
2025-03-31 14:20:00,218.5151,218.63,218.3849,218.578,182615,217.55914702927663,218.8952,217.01
2025-03-31 14:21:00,218.58,218.87,218.4155,218.785,167745,217.58215627754313,218.8952,217.01
2025-03-31 14:22:00,218.7891,219.11,218.215,219.0832,186912,217.61290701476486,219.11,217.01
2025-03-31 14:23:00,219.0812,219.31,218.6172,219.04,170987,217.63915987761285,219.31,217.01
2025-03-31 14:24:00,219.05,219.2,218.6819,219.11,120711,217.65801675419266,219.31,217.01
2025-03-31 14:25:00,219.11,219.13,218.7152,218.9124,108341,217.67228635320075,219.31,217.05
2025-03-31 14:26:00,218.9349,219.0132,218.7453,218.9843,120901,217.6887330407277,219.31,217.05
2025-03-31 14:27:00,218.95,219.05,218.7787,219.03,74935,217.69907371621775,219.31,217.05
2025-03-31 14:28:00,219.03,219.08,218.8184,218.95,81271,217.70944661246426,219.31,217.05
2025-03-31 14:29:00,218.97,218.9899,218.5617,218.5973,126506,217.7207605892699,219.31,217.05
2025-03-31 14:30:00,218.595,218.92,218.56,218.82,142182,217.73628173991298,219.31,217.05
2025-03-31 14:31:00,218.739,218.8958,218.35,218.42,138967,217.7455890313201,219.31,217.05
2025-03-31 14:32:00,218.3912,218.8739,218.3256,218.53,60288,217.7501942658458,219.31,217.05
2025-03-31 14:33:00,218.53,218.8414,218.4755,218.73,71879,217.7570049365171,219.31,217.05
2025-03-31 14:34:00,218.74,219.06,218.6496,219.045,111965,217.7708013845873,219.31,217.05
2025-03-31 14:35:00,219.06,219.21,218.7055,218.91,96869,217.78126179797945,219.31,217.15
2025-03-31 14:36:00,218.91,219.0,218.7362,218.9,36661,217.785136075731,219.31,217.7
2025-03-31 14:37:00,218.9,218.93,218.55,218.7579,68964,217.79143212104378,219.31,217.885
2025-03-31 14:38:00,218.5612,218.8649,218.391,218.68,94303,217.79922732152346,219.31,218.215
2025-03-31 14:39:00,218.66,218.87,218.4813,218.84,56567,217.80467549353915,219.31,218.215
2025-03-31 14:40:00,218.825,218.99,218.64,218.966,91635,217.81444065636313,219.31,218.215
2025-03-31 14:41:00,218.97,219.2,218.6848,219.16,91325,217.82562299766641,219.31,218.215
2025-03-31 14:42:00,219.17,219.25,218.7873,218.8488,99940,217.83484443195448,219.31,218.3256
2025-03-31 14:43:00,218.82,219.0604,218.65,218.932,71194,217.8418435062084,219.25,218.3256
2025-03-31 14:44:00,218.93,219.0,218.72,218.87,101754,217.85113312576374,219.25,218.3256
2025-03-31 14:45:00,218.8412,219.05,218.8,219.04,65266,217.85798324050208,219.25,218.3256
2025-03-31 14:46:00,219.05,219.64,218.8476,219.515,143195,217.8786692428853,219.64,218.3256
2025-03-31 14:47:00,219.5,219.69,218.9476,219.4964,130618,217.89688358736578,219.69,218.3256
2025-03-31 14:48:00,219.345,219.4766,219.0229,219.31,68585,217.90518881182052,219.69,218.3256
2025-03-31 14:49:00,219.3125,219.4046,219.1012,219.2612,96407,217.91629955214168,219.69,218.3256
2025-03-31 14:50:00,219.275,219.5188,219.2412,219.4845,62711,217.9246135111424,219.69,218.3256
2025-03-31 14:51:00,219.5,219.54,219.06,219.1148,76744,217.93228559691326,219.69,218.3256
2025-03-31 14:52:00,219.13,219.3532,218.79,218.9,87387,217.93933694125207,219.69,218.391
2025-03-31 14:53:00,218.85,219.2159,218.85,219.04,43289,217.94329557240604,219.69,218.391
2025-03-31 14:54:00,219.09,219.43,218.9296,219.365,70632,217.9515899304545,219.69,218.391
2025-03-31 14:55:00,219.3716,219.4,219.1476,219.33,43674,217.95654454084237,219.69,218.391
2025-03-31 14:56:00,219.33,219.55,218.94,219.44,59007,217.96371393006913,219.69,218.391
2025-03-31 14:57:00,219.438,219.54,219.16,219.27,48319,217.96886319234588,219.69,218.391
2025-03-31 14:58:00,219.265,219.4,219.19,219.2981,56691,217.9749824862961,219.69,218.4813
2025-03-31 14:59:00,219.2801,219.34,219.09,219.255,80485,217.98329412135868,219.69,218.64
2025-03-31 15:00:00,219.27,219.73,219.2051,219.65,101287,217.99680345116192,219.73,218.65
2025-03-31 15:01:00,219.65,219.8,219.066,219.585,72624,218.0059802005195,219.8,218.65
2025-03-31 15:02:00,219.56,219.6795,219.2,219.5688,34053,218.01020293417312,219.8,218.65
2025-03-31 15:03:00,219.56,219.65,219.3948,219.4268,46054,218.01536066862266,219.8,218.72
2025-03-31 15:04:00,219.4412,219.5484,219.32,219.535,91150,218.02623303610395,219.8,218.79
2025-03-31 15:05:00,219.5301,219.5535,219.31,219.5289,61775,218.03348409900977,219.8,218.79
2025-03-31 15:06:00,219.515,219.72,219.3611,219.63,69546,218.04211028212248,219.8,218.79
2025-03-31 15:07:00,219.62,219.86,219.4687,219.81,53683,218.0494530139354,219.86,218.79
2025-03-31 15:08:00,219.81,219.85,219.5,219.51,101172,218.06079673030283,219.86,218.79
2025-03-31 15:09:00,219.51,219.6583,219.37,219.4383,101944,218.07149339127054,219.86,218.79
2025-03-31 15:10:00,219.46,219.69,219.44,219.63,46926,218.07704433106767,219.86,218.79
2025-03-31 15:11:00,219.5863,219.765,219.5,219.6319,58826,218.08395577769917,219.86,218.79
2025-03-31 15:12:00,219.63,220.08,219.6027,219.722,185010,218.106539786194,220.08,218.85
2025-03-31 15:13:00,219.85,219.9519,219.4004,219.7269,56967,218.11338954589192,220.08,218.9296
2025-03-31 15:14:00,219.435,219.7747,219.32,219.345,75319,218.12023492891254,220.08,218.94
2025-03-31 15:15:00,219.345,219.7469,219.16,219.4,116691,218.13116099252073,220.08,218.94
2025-03-31 15:16:00,219.385,219.6573,219.32,219.5,55854,218.1367319730439,220.08,219.066
2025-03-31 15:17:00,219.4016,219.6373,219.1888,219.29,57961,218.14158218566234,220.08,219.066
2025-03-31 15:18:00,219.3,219.5992,219.0488,219.18,79555,218.1475420245422,220.08,219.0488
2025-03-31 15:19:00,219.16,219.5598,218.98,218.985,72694,218.15191105274639,220.08,218.98
2025-03-31 15:20:00,219.0,219.5049,218.9393,219.18,82777,218.15798248676035,220.08,218.9393
2025-03-31 15:21:00,219.18,219.4024,219.05,219.11,221878,218.17281754644478,220.08,218.9393
2025-03-31 15:22:00,219.1216,219.3922,219.0712,219.3686,43458,218.17645609801696,220.08,218.9393
2025-03-31 15:23:00,219.1437,219.61,219.1437,219.58,144267,218.19049181917748,220.08,218.9393
2025-03-31 15:24:00,219.6,219.6597,219.2428,219.59,67900,218.19704795089245,220.08,218.9393
2025-03-31 15:25:00,219.615,219.75,219.2872,219.66,136402,218.21068704004975,220.08,218.9393
2025-03-31 15:26:00,219.65,219.84,219.3736,219.83,200165,218.2325421049005,220.08,218.9393
2025-03-31 15:27:00,219.8202,219.8397,219.3885,219.57,50311,218.23706384363265,220.08,218.9393
2025-03-31 15:28:00,219.57,219.6458,219.26,219.34,111173,218.2452424568152,220.08,218.9393
2025-03-31 15:29:00,219.33,219.5837,219.03,219.12,62867,218.24889523327712,220.08,218.9393
2025-03-31 15:30:00,219.12,219.5387,218.93,218.98,57923,218.25169728173168,220.08,218.93
2025-03-31 15:31:00,218.9807,219.4463,218.88,219.13,60868,218.2552204439114,220.08,218.88
2025-03-31 15:32:00,219.15,219.4552,219.02,219.195,58438,218.2588258266608,219.9519,218.88
2025-03-31 15:33:00,219.1905,219.47,219.06,219.19,64399,218.26274602343776,219.84,218.88
2025-03-31 15:34:00,219.2,219.475,219.0971,219.37,57752,218.26691064500636,219.84,218.88
2025-03-31 15:35:00,219.375,219.59,212.6,219.575,65010,218.27242562527164,219.84,212.6
2025-03-31 15:36:00,219.575,219.71,219.2306,219.35,76743,218.27776212267514,219.84,212.6
2025-03-31 15:37:00,219.5506,219.5506,219.2839,219.335,61407,218.28193507385507,219.84,212.6
2025-03-31 15:38:00,219.3212,219.4609,219.1904,219.29,61550,218.2859074877725,219.84,212.6
2025-03-31 15:39:00,219.2983,219.412,219.2,219.35,69054,218.29059120156637,219.84,212.6
2025-03-31 15:40:00,219.35,219.74,219.2739,219.73,63778,218.29641914342488,219.84,212.6
2025-03-31 15:41:00,219.75,219.84,219.2693,219.82,35937,218.29988713326068,219.84,212.6
2025-03-31 15:42:00,219.82,220.08,219.3815,219.87,91696,218.3089535713492,220.08,212.6
2025-03-31 15:43:00,219.88,219.9429,219.4825,219.695,45179,218.31288577486717,220.08,212.6
2025-03-31 15:44:00,219.68,219.8536,219.5215,219.56,68838,218.31825340788936,220.08,212.6
2025-03-31 15:45:00,219.5988,219.7544,219.52,219.635,41751,218.3216817582446,220.08,212.6
2025-03-31 15:46:00,219.64,219.7496,219.5699,219.6112,40129,218.32490072487764,220.08,212.6
2025-03-31 15:47:00,219.6288,219.738,219.51,219.57,38501,218.32787559323685,220.08,212.6
2025-03-31 15:48:00,219.57,219.67,219.54,219.56,40931,218.3309973347694,220.08,212.6
2025-03-31 15:49:00,219.55,219.94,219.53,219.92,43019,218.33521740840973,220.08,212.6
2025-03-31 15:50:00,219.9199,219.95,219.6464,219.826,76494,218.3422243854406,220.08,212.6
2025-03-31 15:51:00,219.81,220.145,219.7396,220.145,61545,218.34901617477666,220.145,212.6
2025-03-31 15:52:00,220.145,220.18,219.7755,219.898,85970,218.35712511426047,220.18,212.6
2025-03-31 15:53:00,220.035,220.22,219.8151,220.1503,78843,218.36569304548712,220.22,212.6
2025-03-31 15:54:00,220.15,220.1662,219.9946,220.13,90311,218.37529665599328,220.22,212.6
2025-03-31 15:55:00,220.15,220.205,219.88,219.9588,77509,218.3826598578195,220.22,219.1904
2025-03-31 15:56:00,219.955,220.33,219.86,220.3095,74767,218.39126400000126,220.33,219.1904
2025-03-31 15:57:00,220.3067,220.49,219.9801,220.46,73885,218.40035268549855,220.49,219.1904
2025-03-31 15:58:00,220.46,220.59,220.0956,220.3187,93823,218.41099558901468,220.59,219.2
2025-03-31 15:59:00,220.3,220.4438,220.1109,220.355,84364,218.4206453561802,220.59,219.2693
2025-03-31 16:00:00,220.355,220.4192,220.1468,220.275,64244,218.4276284719957,220.59,219.2693
2025-03-31 16:01:00,220.2888,220.337,220.1,220.2864,75999,218.43587227016292,220.59,219.3815
2025-03-31 16:02:00,220.275,220.5,220.2078,220.494,62667,218.44337154629068,220.59,219.4825
2025-03-31 16:03:00,220.49,220.5,220.21,220.29,46591,218.4483605606634,220.59,219.51
2025-03-31 16:04:00,220.285,220.3414,220.1304,220.31,41381,218.45281700902973,220.59,219.51
2025-03-31 16:05:00,220.3,220.44,220.25,220.2784,52488,218.45834334467276,220.59,219.51
2025-03-31 16:06:00,220.27,220.3281,220.08,220.08,35325,218.4616404501306,220.59,219.51
2025-03-31 16:07:00,220.08,220.3067,219.97,220.01,57954,218.46678800241463,220.59,219.53
2025-03-31 16:08:00,220.01,220.2748,219.93,220.0337,79230,218.4738774172958,220.59,219.53
2025-03-31 16:09:00,220.02,220.218,219.7,219.7595,64258,218.47857772309274,220.59,219.6464
2025-03-31 16:10:00,219.7376,220.1634,219.56,219.66,65997,218.48299736463048,220.59,219.56
2025-03-31 16:11:00,219.67,220.0888,219.59,219.78,31157,218.4852839523242,220.59,219.56
2025-03-31 16:12:00,219.77,220.07,219.7251,219.97,48553,218.48935174992667,220.59,219.56
2025-03-31 16:13:00,219.98,220.06,219.794,219.855,37661,218.49224781688,220.59,219.56
2025-03-31 16:14:00,219.855,220.0298,219.8008,219.9929,41097,218.49571250549718,220.59,219.56
2025-03-31 16:15:00,219.985,220.05,219.84,219.97,30708,218.4982514849292,220.59,219.56
2025-03-31 16:16:00,219.9688,220.2099,219.9043,220.1692,45585,218.5025123878132,220.59,219.56
2025-03-31 16:17:00,220.2,220.23,219.9152,220.15,122511,218.5137260561615,220.59,219.56
2025-03-31 16:18:00,220.1487,220.34,219.9397,220.3,41767,218.5178615291882,220.5,219.56
2025-03-31 16:19:00,220.2459,220.44,219.9576,220.3481,69099,218.52484486704913,220.5,219.56
2025-03-31 16:20:00,220.366,220.4097,220.0301,220.14,45910,218.5289290535974,220.5,219.56
2025-03-31 16:21:00,220.14,220.41,220.0932,220.33,36562,218.53254874130315,220.5,219.56
2025-03-31 16:22:00,220.335,220.4,220.132,220.4,71781,218.5398881134629,220.5,219.56
2025-03-31 16:23:00,220.3817,220.57,220.1772,220.52,55203,218.5458549188974,220.57,219.56
2025-03-31 16:24:00,220.52,220.55,220.2406,220.37,50718,218.55089120343905,220.57,219.56
2025-03-31 16:25:00,220.365,220.65,220.2735,220.6162,48199,218.55629593074542,220.65,219.56
2025-03-31 16:26:00,220.625,220.8,220.4294,220.76,92772,218.56734024938288,220.8,219.56
2025-03-31 16:27:00,220.76,220.86,220.3967,220.8192,47921,218.57315475918404,220.86,219.56
2025-03-31 16:28:00,220.82,220.85,220.4898,220.825,49226,218.57911177265564,220.86,219.56
2025-03-31 16:29:00,220.83,220.94,220.5105,220.93,157706,218.59886829601464,220.94,219.56
2025-03-31 16:30:00,220.92,220.9488,220.6257,220.8203,50770,218.60486202475022,220.9488,219.59
2025-03-31 16:31:00,220.8329,220.8745,220.55,220.75,72484,218.61309363121703,220.9488,219.7251
2025-03-31 16:32:00,220.8236,220.8236,220.65,220.73,40374,218.61760868957202,220.9488,219.794
2025-03-31 16:33:00,220.74,220.8176,220.7,220.7701,51954,218.62350024550233,220.9488,219.8008
2025-03-31 16:34:00,220.79,220.8699,220.7546,220.8488,57224,218.63018875011443,220.9488,219.84
2025-03-31 16:35:00,220.84,220.95,220.76,220.81,58126,218.63682354844607,220.95,219.9043
2025-03-31 16:36:00,220.82,220.863,220.68,220.78,34585,218.64069789351342,220.95,219.9152
2025-03-31 16:37:00,220.7766,220.83,220.72,220.82,55284,218.646977267039,220.95,219.9397
2025-03-31 16:38:00,220.82,220.88,220.74,220.84,33494,218.65079892741016,220.95,219.9576
2025-03-31 16:39:00,220.84,221.03,220.81,220.99,106875,218.6637342538414,221.03,220.0301
2025-03-31 16:40:00,220.996,221.01,220.75,220.77,62226,218.67049388096788,221.03,220.0932
2025-03-31 16:41:00,220.77,220.8673,220.6412,220.67,37067,218.67430909061528,221.03,220.132
2025-03-31 16:42:00,220.68,220.8602,220.66,220.685,37626,218.67819597164024,221.03,220.1772
2025-03-31 16:43:00,220.685,220.8609,220.54,220.625,37408,218.68193037078507,221.03,220.2406
2025-03-31 16:44:00,220.62,220.8316,220.46,220.505,43198,218.6859597668145,221.03,220.2735
2025-03-31 16:45:00,220.52,220.7696,220.48,220.73,42853,218.69043167160015,221.03,220.3967
2025-03-31 16:46:00,220.71,220.7899,220.43,220.4488,53775,218.69524584223964,221.03,220.3967
2025-03-31 16:47:00,220.44,220.7351,220.36,220.5174,34453,218.69843651476896,221.03,220.36
2025-03-31 16:48:00,220.52,220.7134,220.37,220.4,43225,218.70216644053357,221.03,220.36
2025-03-31 16:49:00,220.41,220.694,220.32,220.335,32340,218.7048399841975,221.03,220.32
2025-03-31 16:50:00,220.34,220.5324,220.18,220.4493,69368,218.71094522693315,221.03,220.18
2025-03-31 16:51:00,220.305,220.5105,220.28,220.43,28463,218.713410300687,221.03,220.18
2025-03-31 16:52:00,220.43,220.57,215.185,220.49,30161,218.71610576130038,221.03,215.185
2025-03-31 16:53:00,220.4901,220.53,220.3898,220.52,21067,218.71801541175847,221.03,215.185
2025-03-31 16:54:00,220.52,220.61,220.3998,220.5312,41293,218.7217699656774,221.03,215.185
2025-03-31 16:55:00,220.53,220.5311,220.3212,220.39,59301,218.72671612707958,221.03,215.185
2025-03-31 16:56:00,220.3884,220.4808,220.1,220.1688,73099,218.73196744035894,221.03,215.185
2025-03-31 16:57:00,220.14,220.3926,220.12,220.12,35730,218.73443362916535,221.03,215.185
2025-03-31 16:58:00,220.1376,220.3676,220.08,220.1635,35896,218.73697997613496,221.03,215.185
2025-03-31 16:59:00,220.165,220.3405,220.0812,220.11,45604,218.74008108437167,221.01,215.185
2025-03-31 17:00:00,220.09,220.2948,219.47,220.0,69146,218.74438102094936,220.8673,215.185
2025-03-31 17:01:00,220.0,220.2719,219.9205,220.1864,53098,218.7481503567559,220.8609,215.185
2025-03-31 17:02:00,220.052,220.2489,219.98,220.13,44869,218.75119589913697,220.8609,215.185
2025-03-31 17:03:00,220.14,220.2479,220.0798,220.168,38019,218.75383683392263,220.8316,215.185
2025-03-31 17:04:00,220.17,220.29,220.0928,220.2026,66044,218.75851282809262,220.7899,215.185
2025-03-31 17:05:00,220.22,220.39,220.1163,220.3486,40884,218.76168349524326,220.7899,215.185
2025-03-31 17:06:00,220.3385,220.47,220.1563,220.42,54298,218.76606354448225,220.7351,215.185
2025-03-31 17:07:00,220.425,220.5,220.1669,220.4312,52189,218.7702800765386,220.7134,215.185
2025-03-31 17:08:00,220.45,220.55,220.1943,220.54,33618,218.7731620845599,220.694,215.185
2025-03-31 17:09:00,220.54,220.69,220.3551,220.64,40451,218.77681302270088,220.69,215.185
2025-03-31 17:10:00,220.5491,220.76,220.3071,220.7,46542,218.78113078784392,220.76,215.185
2025-03-31 17:11:00,220.7018,220.71,220.3466,220.5012,34238,218.783966943694,220.76,215.185
2025-03-31 17:12:00,220.51,220.6525,220.3874,220.5826,29612,218.7865282834871,220.76,219.47
2025-03-31 17:13:00,220.67,220.74,220.4282,220.72,42860,218.7905052565706,220.76,219.47
2025-03-31 17:14:00,220.72,220.7388,220.43,220.47,62776,218.7955498772602,220.76,219.47
2025-03-31 17:15:00,220.47,220.6296,220.25,220.305,49250,218.7990984934602,220.76,219.47
2025-03-31 17:16:00,220.305,220.5626,220.0801,220.11,35879,218.80133979997544,220.76,219.47
2025-03-31 17:17:00,220.09,220.5293,220.05,220.1626,30797,218.80333461913085,220.76,219.47
2025-03-31 17:18:00,220.18,220.5086,220.07,220.1019,30178,218.80519664220972,220.76,219.47
2025-03-31 17:19:00,220.1198,220.4653,219.82,219.8509,50234,218.80768665558398,220.76,219.47
2025-03-31 17:20:00,219.85,220.3993,219.73,219.895,58296,218.81068299110473,220.76,219.73
2025-03-31 17:21:00,219.89,220.2894,219.68,219.77,48184,218.81286307841893,220.76,219.68
2025-03-31 17:22:00,219.9245,220.1897,219.51,219.55,74850,218.81545617331753,220.76,219.51
2025-03-31 17:23:00,219.55,220.0986,219.47,219.6199,48535,218.81728696816904,220.76,219.47
2025-03-31 17:24:00,219.74,219.9582,219.5203,219.65,49156,218.81920193359738,220.76,219.47
2025-03-31 17:25:00,219.64,219.8662,219.47,219.47,58207,218.82096931177904,220.76,219.47
2025-03-31 17:26:00,219.48,219.7812,219.48,219.48,50191,218.8225089677885,220.76,219.47
2025-03-31 17:27:00,219.49,219.7332,219.385,219.5012,39368,218.8237503701762,220.76,219.385
2025-03-31 17:28:00,219.53,219.6976,219.4671,219.56,38546,218.82506657788073,220.76,219.385
2025-03-31 17:29:00,219.5665,219.87,219.5433,219.87,51022,218.8275334102903,220.76,219.385
2025-03-31 17:30:00,219.86,219.87,219.5933,219.6325,44299,218.82917996463132,220.74,219.385
2025-03-31 17:31:00,219.62,220.0158,219.59,219.6738,64539,218.83168951315798,220.74,219.385
2025-03-31 17:32:00,219.69,219.81,219.61,219.78,30860,218.83303488362387,220.74,219.385
2025-03-31 17:33:00,219.79,219.8,219.53,219.5745,21003,218.83375011793152,220.7388,219.385
2025-03-31 17:34:00,219.58,219.69,219.57,219.6695,26431,218.8347634209164,220.6296,219.385
2025-03-31 17:35:00,219.6725,219.68,219.42,219.42,41020,218.83586257882314,220.5626,219.385
2025-03-31 17:36:00,219.43,219.66,219.4,219.5946,37458,218.83716162580623,220.5293,219.385
2025-03-31 17:37:00,219.422,220.0158,219.37,219.65,71092,218.83979434640094,220.5086,219.37
2025-03-31 17:38:00,219.65,219.88,219.5087,219.87,50563,218.84216210432857,220.4653,219.37
2025-03-31 17:39:00,219.8688,219.88,219.5915,219.8,27007,218.84333650444003,220.3993,219.37
2025-03-31 17:40:00,219.79,219.82,219.6066,219.6208,28416,218.844338188514,220.2894,219.37
2025-03-31 17:41:00,219.63,219.7595,219.52,219.61,19005,218.84499739065402,220.1897,219.37
2025-03-31 17:42:00,219.61,219.7054,219.49,219.5119,20708,218.84562242962713,220.0986,219.37
2025-03-31 17:43:00,219.53,219.678,219.4,219.46,36123,218.84662523405103,220.0158,219.37
2025-03-31 17:44:00,219.451,219.6201,219.345,219.3888,32204,218.84741303172387,220.0158,219.345
2025-03-31 17:45:00,219.385,219.5785,219.28,219.3625,50810,218.8485911824064,220.0158,219.28
2025-03-31 17:46:00,219.355,219.5403,219.24,219.505,60220,218.8503658233943,220.0158,219.24
2025-03-31 17:47:00,219.51,219.535,219.32,219.3321,56740,218.85158983985121,220.0158,219.24
2025-03-31 17:48:00,219.33,219.4957,219.28,219.367,32415,218.85233690679277,220.0158,219.24
2025-03-31 17:49:00,219.37,219.57,219.28,219.56,67999,218.85448212298422,220.0158,219.24
2025-03-31 17:50:00,219.57,219.69,219.4194,219.68,47383,218.85622222463462,220.0158,219.24
2025-03-31 17:51:00,219.7,219.8488,219.4482,219.82,43531,218.85808500187264,220.0158,219.24
2025-03-31 17:52:00,219.82,220.15,219.5374,220.1145,61845,218.86152558589214,220.15,219.24
2025-03-31 17:53:00,220.09,220.17,219.5258,220.14,52520,218.86449179957867,220.17,219.24
2025-03-31 17:54:00,220.1317,220.25,219.5876,220.13,57847,218.8677174929424,220.25,219.24
2025-03-31 17:55:00,220.135,220.1432,219.6625,220.0012,40621,218.86974268428176,220.25,219.24
2025-03-31 17:56:00,220.0,220.0967,219.7189,219.77,29800,218.87092114382386,220.25,219.24
2025-03-31 17:57:00,219.7712,220.0616,219.68,219.69,33736,218.87213315867942,220.25,219.24
2025-03-31 17:58:00,219.7,220.0067,219.56,219.5768,35032,218.87321427044643,220.25,219.24
2025-03-31 17:59:00,219.5888,219.9307,219.41,219.46,38053,218.87419053408118,220.25,219.24
2025-03-31 18:00:00,219.49,219.8509,219.455,219.645,70047,218.87654399621866,220.25,219.24
2025-03-31 18:01:00,219.66,219.95,219.5527,219.91,44931,218.87856403167837,220.25,219.24
2025-03-31 18:02:00,219.6802,220.05,219.6572,219.9699,66878,218.88172995912439,220.25,219.24
2025-03-31 18:03:00,219.97,220.14,219.7355,220.1276,31193,218.88341341551802,220.25,219.24
2025-03-31 18:04:00,220.15,220.15,219.7717,220.07,32110,218.8850616084971,220.25,219.24
2025-03-31 18:05:00,220.0679,220.1399,219.8059,220.0499,31192,218.8866312179872,220.25,219.24
2025-03-31 18:06:00,220.05,220.25,219.8051,220.22,29709,218.88834030434253,220.25,219.28
2025-03-31 18:07:00,220.21,220.32,219.8398,220.31,37186,218.89061752227383,220.32,219.28
2025-03-31 18:08:00,220.31,220.4188,219.9453,220.395,65019,218.89481910959057,220.4188,219.28
2025-03-31 18:09:00,220.41,220.7,219.9958,220.6379,79354,218.9007404954378,220.7,219.41
2025-03-31 18:10:00,220.64,220.83,220.1167,220.81,54639,218.90519592979211,220.83,219.41
2025-03-31 18:11:00,220.81,220.83,220.2663,220.8088,70039,218.91087322835946,220.83,219.41
2025-03-31 18:12:00,220.78,220.89,220.426,220.84,68424,218.9164776508666,220.89,219.41
2025-03-31 18:13:00,220.84,220.85,220.4534,220.555,69714,218.92131325154523,220.89,219.41
2025-03-31 18:14:00,220.503,220.7125,220.38,220.44,54726,218.9248234768847,220.89,219.41
